gene_name,unstranded
MIR6511A2,0
RN7SL536P,0
MIR6783,0
PRICKLE4,10
Metazoa_SRP,0
AL133342.1,27
RNA5-8SN2,0
U2,0
AC005076.2,1
AC025188.3,0
AL359513.1,22
AC243967.3,1
RN7SL725P,0
SCARNA2,0
Metazoa_SRP,0
AC004852.2,428
AC005344.1,0
AC007718.1,0
MYO19,952
SNORD1A,0
AC135068.3,1
MIR6803,0
MIR6770-1,0
AC079949.2,36
MIR6859-1,2
FP700107.1,0
SNORA61,0
AC103705.1,1
AL110115.2,5
MIR6816,0
MIR7856,6
AL020991.1,0
AL109925.6,0
CT45A6,0
AL161772.1,10
RFPL4AP6,0
TBC1D3C,0
GRAMD4P3,0
AL161616.2,0
GGNBP2,4175
AC100827.5,0
H3P46,0
ZNF229,481
AL590240.3,0
AC084123.1,0
MIR6802,0
AC018529.2,23
RNU6-156P,0
AL021918.2,0
AC022028.3,0
AC004080.14,0
AL139327.3,0
VWA8-AS1,1
MIR6862-2,0
AC138028.6,11
AL133373.2,0
AC063943.1,11
AC080112.2,0
Metazoa_SRP,2
MIR6754,0
AC009248.2,0
AC005911.1,10
BX510359.8,0
MIR7155,0
AL356652.1,1
AC021422.1,1
U4,5
AP004609.3,76
AL050303.2,0
AL161629.2,0
AL031673.1,10
AC121338.2,3
AC002076.1,1
AC099518.6,9
AL354696.2,29
AC007241.1,0
AC243829.6,0
AL122023.1,22
AC026120.1,2
AC026120.2,0
Z99774.5,0
AC013401.2,0
AC108861.1,0
AL121590.1,0
MIR6854,0
AL159159.1,0
PMS2P2,0
MIR6512,4
AL451164.2,0
MIR6819,0
AC004386.6,0
RN7SL331P,0
AC073114.2,0
AC022709.1,0
AC243547.2,0
MIR6070,1
AC023830.3,10
MIR7849,0
AC126915.3,0
AL137246.2,2
AC004852.3,0
MIR6781,1
MIR6892,0
AC015599.3,0
CICP21,0
AC015712.7,1
Metazoa_SRP,0
AL359880.1,0
H2AC4,3
AC068506.1,7
MIR6769B,0
AC138393.3,6
Metazoa_SRP,0
AC009268.2,4
IGHV3-41,2
AC009464.1,2
AL356321.1,0
AC006987.1,0
ZBTB2P1,3
AC002542.4,0
MIR8087,0
AC010998.3,0
AL590491.3,0
YRDCP1,0
AC106800.3,0
AC006213.5,10
AC039056.2,2
AL158062.1,0
RN7SL759P,0
AL356608.2,0
NPAP1L,0
MIR6082,0
C17orf78,3
AC091046.2,0
AC068831.5,2
MIR6865,0
AL161645.1,1
MIR7851,0
POTEB3,0
Y_RNA,1
MIR6810,0
RN7SL607P,0
AC002542.5,0
SNORD22,0
AC145285.7,0
MIR8070,0
CHMP1B2P,1
AL512324.6,1
AC026585.1,0
DHRS11,281
IGKV2OR2-8,0
ACACA,5404
AC116165.2,0
AC010332.2,0
AC003101.2,6
MIR6736,0
RNU6-368P,0
AC116165.3,1
Metazoa_SRP,0
TMEM191B,2
PTPN20CP,0
Metazoa_SRP,0
NR2E3,14
MIR7161,0
AL355877.2,0
AL162171.3,14
AC092634.6,0
AL162373.1,0
MIR6080,0
DNM1P5,0
SNX3P1Y,0
AC005088.1,0
AL117355.1,0
H2BC10,0
ZACNP1,1
RN7SL113P,2
U2,0
AC004080.15,0
AC104394.1,0
AL589182.2,2
AL133396.1,1
MIR6077,0
MIR6775,1
TBC1D3E,1
AC015871.3,241
AL158163.2,11
AC006338.2,0
AC245033.3,0
RN7SL429P,0
AC015819.2,2
ZNF426-DT,144
C11orf98,0
BEND3P3,35
MIR8074,0
MIR8069-2,0
MRM1,271
AC037198.2,0
AC023310.4,2
AC005962.1,13
LINC02335,0
SOWAHCP5,0
AC141557.2,3
Metazoa_SRP,0
H4C1,0
AC244093.5,5
Metazoa_SRP,0
DUX4L15,0
AC015813.4,3
AC006127.1,0
AC008162.2,0
CDK2AP2P1,0
AL158209.1,0
AC007450.4,0
AP000346.4,3
AC245452.4,0
MIR6826,0
TRAJ37,0
GOLGA6L10,15
DUX4L10,0
AC020765.3,0
AC244250.3,0
AC005899.7,12
MIR8059,0
H2AC17,5
CYCSP41,0
AC018558.4,0
AC006329.1,2
AC104465.1,0
IQCA1L,2
AC024255.1,0
AC244100.4,0
AL354980.2,0
RN7SL82P,0
AL162574.2,0
Metazoa_SRP,2
Metazoa_SRP,0
Metazoa_SRP,0
AC100847.1,12
H4C2,5
AC004080.16,0
NKILA,46
AC120114.2,0
SNORD116-20,0
AC133540.1,0
MCM8-AS1,1
AL669942.2,0
AL445288.1,0
Metazoa_SRP,0
AC020765.4,0
AC000403.1,43
AC005332.6,1310
Metazoa_SRP,0
AC022079.2,33
AC091834.1,0
FO393412.1,0
AC013553.4,6
MIR6859-4,3
AC005332.7,4
AC087239.1,4
AL449363.1,0
AL391903.3,1
RN7SL660P,0
AL355301.1,0
AL513423.1,0
MIR6722,0
U6,0
DUX4L11,0
FAM27B,1
Metazoa_SRP,0
AC004477.2,22
AC092683.2,0
BACE1-AS,316
AC090510.3,0
Metazoa_SRP,0
RN7SL3,14
AL669914.4,0
U2,0
FP236383.2,0
AL390065.2,0
MIR6071,5
AL136295.7,141
Metazoa_SRP,0
DUX4L12,0
AC114498.2,0
Metazoa_SRP,0
AC011551.1,1
MIR6823,0
AC018659.7,0
AC236972.4,0
LINC00624,31
AC006133.1,0
Vault,0
AL121890.5,5
Metazoa_SRP,1
AC005156.1,1
AL049692.6,0
AC143336.1,0
RN7SL640P,0
H3C10,166
AC099811.5,11
AL355493.6,0
AL513190.1,13
AC073508.3,11
AP004607.9,0
Metazoa_SRP,0
AC009878.1,4
AC008147.4,1
MRPL45,1807
AC006157.1,0
TP53TG3F,0
MIR6879,0
AL021155.3,0
AC007275.1,0
IGKV1D-12,2
AP002799.1,0
AC005691.1,2
AC117503.2,31
AC092724.1,0
AC091059.2,0
AC055811.4,185
AC012629.3,0
AC006065.5,0
AC090616.6,38
BX539320.1,3
OR51G1,0
AC148477.5,0
PRO1804,0
AC091905.1,0
AC025809.2,21
AC145207.9,14
AC091932.2,0
CU638689.1,0
AP000560.1,17
AC092608.2,0
FP325331.1,2
CU634019.2,5
AC106730.2,0
AC087821.1,0
AC106782.6,0
OR2S2,0
FP325330.2,0
AC105101.1,5
AP002371.1,1
AC010533.1,6
AC073348.1,0
AC008507.3,1
AC025031.5,1
AC020951.1,24
AC087045.3,0
AL358852.1,17
AC139792.2,0
AC005609.1,0
AC010947.1,0
CU633906.2,1
AC106818.1,5
AC005609.2,0
AC132154.1,2
AC007608.4,1
BANCR,6
AC015819.3,2
AC008870.5,0
AC026797.1,0
AP003355.3,3
AC005609.3,0
CEP83-DT,27
AC006213.6,28
AC080112.3,19
AC005005.4,2
EPB41L4A-DT,105
AC002310.5,81
AP005242.3,0
AC078883.3,1
AC005753.1,2
AC092134.2,0
FP236240.1,0
AC136621.1,1
AP001784.1,0
CR381670.1,0
CR381653.1,6
AC022743.1,0
AC117489.1,68
AC087386.2,0
AC244517.4,0
SMG6-IT1,0
AC004494.2,0
AC079228.1,7
AC027045.1,0
AP000770.1,0
AC005609.4,0
AL031587.5,57
AC127070.4,28
AC138907.8,0
AP003068.4,4
AP003499.4,0
AC130686.1,1
FP475955.1,0
AC012354.9,0
AC091931.1,0
AC006378.1,44
AL022329.3,0
SMIM34B,0
AC092645.1,18
AC005921.3,3
AC132938.4,0
AC122713.2,25
AL031602.1,2
AL138847.2,3
AC026310.2,2
HEIH,305
AC091305.1,50
AC015920.1,2
AC073592.2,4
AC093909.6,72
AC007012.2,0
AC003101.3,0
AC007598.3,1
AP003485.1,0
AC079298.1,0
AL139125.1,397
AC048380.2,5
AC092718.7,15
AC091060.1,0
AL031009.1,5
AL356490.1,0
AP001148.1,166
AL132796.3,0
AC090181.3,35
AC012048.1,0
AC002350.2,13
AC008785.1,0
Z69720.2,1
FP671120.4,0
AL662907.1,30
AC099552.4,1
AC008985.1,0
OR10A6,0
AC079602.3,0
AC091953.2,0
AC103798.1,0
AC211433.3,1
AL022323.1,0
AC005943.2,0
AC091905.2,0
OR51B2,0
AC110774.1,1
AC051619.9,0
AC016717.3,0
AC093648.1,0
AC098476.1,0
AC009090.4,55
C18orf15,4
AC092139.1,1
AL359715.4,6
AC148477.6,1
AC112255.1,93
AL356863.1,0
AC005225.4,45
AC010223.1,6
AL353583.1,0
AC007336.3,1
AC004232.2,19
AL079305.1,0
AC090984.1,0
AC011266.1,0
AC022211.4,9
AC015656.1,1
AC011447.6,4
AC090617.6,0
AC102945.2,6
AP005242.4,0
AC004014.2,0
AC007787.2,10
AP003400.2,0
AP003062.1,0
AC244517.5,4
AC080080.1,85
AL353898.2,0
PWAR1,0
OR6Q1,0
AP003400.3,0
AC141586.4,3
AGAP14P,19
AC007485.2,288
Z98043.1,0
CDRT15P8,0
AC008735.5,0
FP236315.1,0
AL138688.1,0
HEXD-IT1,6
AC002540.1,0
AC244517.6,0
AC015813.5,63
AC073263.2,8
AC073592.3,10
AC118758.2,5
AL807752.6,0
AC007998.5,1
AC091965.5,3
AL136140.2,0
AC023090.2,2
SND1-IT1,1
AL022322.2,8
AL356585.1,0
LINC01727,10
AL160274.1,2
AL022323.2,1
AC073130.3,4
AC073592.4,0
AC022400.6,293
AC005839.1,58
AP000843.1,0
AC026523.2,0
AC025678.3,8
AP001362.1,0
LINC01670,0
AC243964.4,0
AL356289.2,2
AC091953.3,0
AC097460.2,2
AC090740.1,0
AC009120.6,0
AC138470.1,19
AC093775.1,12
AC009093.7,2
AC138951.2,0
AC008537.3,55
AL022323.3,0
OR10X1,0
AC148477.7,1
Z99129.3,0
AC006386.2,1
OR8D2,0
AP001972.5,0
AC093535.2,3013
AC006449.7,0
AC009033.1,0
AC073592.5,1
AC020763.2,0
AC027281.1,3
AL356585.2,0
AC091953.4,0
AL121950.1,1
AC078925.2,0
AC046158.3,1
AC091925.1,19
AC018628.1,29
AC090643.1,0
AL512652.2,14
AL031258.1,1
AL356309.3,0
AP002847.1,32
AC098679.2,0
AL590326.1,11
LINC01451,15
AC009108.4,0
AC139099.3,0
AC099667.1,2
AC011912.1,37
AC063926.2,0
AC112504.1,0
AC126474.1,8
AL356750.1,15
AL021920.1,0
AC129492.6,0
AC117500.4,0
AL353726.2,3
AC233300.1,12
AL157359.3,0
AL162574.3,0
AC003681.1,177
AC009336.2,0
AC093503.2,2
AC141586.5,8
AP003122.6,0
AL118508.2,3
AC135776.4,1
AC009951.4,7
CR381572.1,0
AC105052.4,7
PRAMEF13,0
TSTD3,310
AC006065.6,0
AC020904.3,0
AC092451.2,0
AC104581.3,3
AL033543.1,5
AC079316.2,1
CTBP2P9,0
AL662907.2,19
AC061709.3,0
AC110801.1,1
CR559946.2,0
FP236315.2,1
AC027601.4,7
AP003972.1,0
AC007656.3,1
PWAR5,0
AC026336.4,0
AC135048.4,10
AC010608.2,1
AC008894.3,34
AC068669.1,11
AC020558.5,0
AC073263.3,1
AC130448.1,0
AC005785.2,16
AC134043.3,10
AC092162.3,5
AC004943.3,2
AC015813.6,428
CR381653.2,0
AP001002.1,0
AC124864.1,0
AL390961.3,4
SNX18P10,0
AL109659.3,2
Z95114.1,5
AC006037.2,0
GPR1-AS,0
AC068254.2,2
AC025183.2,0
AC073342.2,0
AC138305.3,2
FP236240.2,0
AC009303.4,111
AC133555.5,0
AL356585.3,0
AC008522.1,3
AC122688.3,449
AC011944.2,2
AC064801.2,3
AL161773.1,1
AL391099.1,0
AC063980.1,0
LINC02736,0
FAM223A,0
AP003108.3,1
AP003400.4,0
AC007614.1,14
AC022919.1,0
AC015726.3,1
AL121753.2,83
AC020604.1,10
Z97653.2,10
AL442639.1,2
AC087741.3,68
PP2672,1
AC010335.2,0
OR2L8,0
AC091953.5,0
AC000123.2,21
AC068860.1,9
AL078621.1,125
AC068213.1,0
AP003072.3,1
OR52R1,0
AP006248.2,0
AC120024.4,3
AC012005.1,0
AP002505.2,0
AC130454.1,1
AC012020.1,63
AC245060.6,188
AC015883.1,2
AC131009.4,19
AL136967.1,0
AP005264.5,0
AL133373.3,5
AC073346.2,8
AL136164.3,9
AC092135.1,6
AP001541.1,1
PRAL,16
AP000720.1,0
Z99916.3,1
AP000648.3,1
AC008761.3,0
OR2T11,0
AC013643.3,32
CU634019.3,0
AP003072.4,0
AC134026.2,0
AL139288.2,23
NDUFAF2P1,8
AC073530.2,0
AC092999.1,50
AC002525.1,12
AL158212.4,2
AC006994.1,5
AC105074.1,2
AC069528.2,55
AC018692.1,0
AL035252.4,0
AL645730.1,0
AL136359.1,0
AC004972.1,0
AC073439.1,2
AC020910.6,188
AJ003147.3,18
RBM12B-AS1,15
AC090772.4,6
AC096636.1,0
AC073592.6,1
AL353662.2,0
AC127024.7,0
AC100788.2,6
AC090617.7,1
AP000756.1,0
AP000866.6,45
AC127071.2,0
AC007342.6,1
Z98885.3,10
AC021945.1,7
AC012513.3,574
AC092692.1,3
AC006557.6,0
AP001324.3,2
AC090373.1,0
AC007610.4,41
AC007224.2,1
AP002833.3,0
AL359195.2,0
AC007546.2,3
AC079331.1,3
AC114546.3,0
AP000695.3,0
AC120349.2,0
AC102797.2,0
AL031123.3,3
AC046185.3,76
AC004777.1,0
AC137723.1,4
AC027228.3,7
AC244517.7,154
AC092435.4,0
AC003973.2,11
AC009159.4,0
AC024595.1,0
CR392039.2,0
AC018665.1,115
AC080188.2,27
AC021106.2,18
AC011474.4,1
AC073578.3,0
AF127577.6,3
AC116456.2,2
AL158801.4,31
AL139005.1,2
AC015871.4,2
OR5L1,0
AC018445.2,0
AL078596.1,0
AL356095.2,0
AC008957.3,402
AL133383.2,0
AL078595.3,0
AC008739.6,1
AC004696.2,3
AL359183.1,64
AC007191.1,36
AC135068.4,0
AC020658.6,1
AC099494.1,0
AC090643.2,0
AC020763.3,23
AC112497.2,36
CDRT15P9,4
AC099494.2,15
AC099689.3,0
AC019322.4,0
LINC00244,0
AC004925.1,25
AC138627.2,0
AC067863.2,0
AC231657.1,2
AL445363.3,1
AC092279.2,33
AC243312.1,1
AC007490.1,0
AC087164.2,0
AC004009.2,0
AL590560.4,0
AC011840.5,1
AC015799.1,5
AC018529.3,1
AL049776.1,48
Z82170.1,3
AP001002.2,0
AC105114.1,0
AL008638.3,1
Z92544.2,0
AP000542.2,0
AL513497.1,14
AC135584.1,0
AC135068.5,0
AC005915.1,0
AL118508.3,9
AC112200.1,0
AC006277.1,46
Z99129.4,499
AP003499.5,0
AC117500.5,0
AL353763.1,56
WASH9P,161
AC244230.1,0
AP001271.2,1
AC112243.1,0
AC005480.2,1
AC093028.1,1
AL159972.1,0
AC096720.2,16
AC090950.2,0
AC073911.1,2
AP000350.8,2
AC109454.4,11
AC091903.1,0
AC244517.8,0
AC125437.2,1
AC087894.2,0
AC092139.2,2
CU634019.4,0
AC127071.3,0
AP005205.3,2
AC138466.4,0
AC104791.2,2
AC007683.3,0
AC090498.1,194
KLHL30-AS1,1
AC016734.1,2
OR2AG1,0
AC004623.1,5
AL355377.2,2
AC109446.3,1
AP003733.3,11
FP565260.4,0
AL117328.2,0
AL928654.4,103
AP003784.1,0
AL356121.2,0
AL157770.1,4
AC108704.2,38
CR392039.3,0
AC016542.2,1
AL353649.1,0
AD001527.2,0
AC022513.1,0
AC112484.4,0
AC007494.3,1
AL356274.2,3
AC011755.1,2
AL157902.2,5
OR4C16,0
FAM230C,0
AC083843.3,26
AC007382.1,0
AC093525.8,117
AL359396.2,0
AC040168.2,0
AC002451.2,0
AC011239.2,3
AC073592.7,0
AC115618.3,0
AC008764.8,79
AC092881.1,6
AC022140.2,0
AC002094.5,4
AP001340.1,0
AC093458.2,8
AC020658.7,0
AC006486.2,13
AC005261.5,7
AC015908.5,22
AC129908.1,0
AL133243.4,3
AL022323.4,0
AP000437.1,3
AL359757.1,0
AC025263.3,9
AC130448.2,1
AC091181.1,7
AC010435.1,3
AC244517.9,0
AC104820.1,0
AL845472.1,116
AC090617.8,1
AL121835.2,2
AC005703.4,0
AC093525.9,8
AC020763.4,39
AC099804.1,1
AL162426.1,5
AC021683.4,0
AC134407.2,0
AL583859.2,0
AC004899.2,35
LINC01666,4
AC073862.2,2
AC009086.2,7
AC005593.1,3
AL109653.2,0
AP000711.1,1
AC006963.1,16
AC087762.2,2
AC079416.3,4
AC005786.4,0
AC002044.2,2
AC010653.2,0
AL132642.2,0
AL049780.3,5
AC126335.2,0
AL031593.1,0
AC009948.3,0
AC005514.1,1
AC015804.1,1
AC005052.1,1
AC109326.1,14
AP000720.2,0
AC092723.2,0
AC067930.5,8
AC006600.2,2
AL358613.2,2
AL353795.3,1
AL158070.2,0
C20orf181,0
AC012313.10,15
AC124283.5,5
CR381572.2,0
AL096817.1,1
AC005796.1,1
AC020907.5,2
AC099494.3,0
AC020978.8,0
AC025280.2,1
AL359697.1,3
AL591122.1,0
DUX4L28,0
AC131280.1,0
AC048380.3,4
AC190387.1,0
AL158211.5,30
AP003108.4,1
AL137918.1,15
AC091895.1,0
LINC00216,16
AC018445.3,0
AC008873.1,0
AC135068.6,0
AC138466.5,1
AC120057.3,23
AL023973.1,0
CU633904.2,0
AP000432.2,0
AC020978.9,73
AC073912.3,0
Z82217.1,4
AC004678.2,1
AC004009.3,0
AL132780.4,3
AL161901.1,0
AC110491.2,0
AL451064.2,9
AC005703.5,14
AC131649.2,4
AC104623.2,3
AC012100.3,0
AC116553.2,0
AL603839.4,15
AC024610.2,0
AC079801.1,0
AL359922.3,0
AC106754.2,0
AP006621.5,48
AC092919.2,422
AC123769.1,1
AC080100.1,290
AC011483.3,0
AL162377.2,0
AC090386.2,0
AC091925.2,0
AC092135.2,0
AC120338.1,0
AC090517.3,0
AP003969.2,4
MAPT-IT1,20
AC142391.1,0
FP565260.5,1
AQP7P3,1
AC022400.7,4
AP000280.2,0
AC113410.3,6
AC110285.6,82
AC099521.2,6
AC011270.2,0
AL359757.2,0
AP001273.1,54
AP003400.5,0
AC027335.2,0
AC004264.2,26
AC131212.2,28
AP003497.2,0
AL356266.1,0
AC017037.3,0
AC148477.8,0
AC092701.1,0
AL353608.4,1
AC120349.3,0
AC133637.1,19
CU633906.3,0
AP004782.1,38
FP325330.3,0
AC080038.3,7
Z95114.2,0
AL161912.4,0
AC006128.1,68
AC005336.3,1
SNX18P12,1
AC015871.5,0
SOWAHCP2,1
AC018737.2,4
AC007342.7,96
AC005086.3,1
AL391005.1,0
AC005609.5,5
LINC02033,3
CU638689.2,0
AC092326.1,1
KMT5AP1,4
AC027279.3,0
AP001642.1,0
AC090506.2,0
AC124312.4,0
AC112204.3,0
AL022311.1,60
AC011369.2,0
AC007342.8,0
AP000974.1,27
AC002090.1,0
AC132938.5,35
AC092850.1,0
AC130456.6,0
AC008764.9,12
AC093875.1,0
AC239585.2,0
FP475955.2,0
AC011389.2,0
AC011558.1,0
AL162376.1,0
AC091905.3,0
AC012317.2,0
AC132068.1,0
AC105339.5,3
AC118344.2,92
OR5D13,0
AC005899.8,8
AC009102.3,0
AC013394.1,13
AC067931.1,1
CU639417.2,0
LINC00552,3
AP000997.4,1
AC026422.1,1
AL050303.3,0
AL590483.3,0
AC004585.2,0
AL445437.1,2
AC009039.2,0
AC138907.9,0
AC079336.6,1
PPIAL4F,0
AC018692.2,0
FP236315.3,0
AC008267.7,4
AC105235.1,0
CU638689.3,0
AC120114.3,188
AL590552.1,0
AC018892.3,1
AC015909.5,21
AP000676.3,0
AC024580.1,13
AC138907.10,0
AL133384.2,0
LINC02339,1
AC018659.8,7
AC006077.2,18
BCLAF1P2,5
AC111170.3,7
AC009090.5,3
PRAMEF18,1
Z95114.3,133
AC018629.1,4
AC011472.5,3
AC005538.2,0
AL109924.3,7
AC093330.2,26
AC120057.4,21
CR392000.1,0
AC010997.6,0
AC020763.5,2
AC073911.2,3
AP002991.1,0
AL390318.1,0
AC145098.2,14
AC016397.2,21
AC003957.1,4
AC136469.2,0
AC015959.1,0
AL031846.2,84
AC068870.3,1
AL121785.1,0
AP002967.1,0
AC112694.2,6
AL356273.3,18
AL512383.1,0
AC004801.7,0
AC092135.3,4
AC007603.2,0
AC096656.1,0
AC097372.2,10
AC015660.4,33
C8orf87,2
AL008638.4,0
CR382287.1,0
AC083964.2,7
AC004453.2,25
AC005618.2,0
AC106733.1,0
AC068880.4,14
AC093323.2,2
AC008568.2,0
AC073548.1,48
AC092964.1,0
AC069547.1,40
NCOR1P4,0
AC006511.3,57
AC022418.1,0
AC006435.4,0
LINC01126,50
AC064859.1,0
AC074029.4,7
AC079248.2,0
AP003108.5,0
AC091152.4,36
AC134407.3,5
AC041040.1,1
AC112702.1,1
AC010480.1,0
AC010894.4,2
AP005060.1,2
AC087645.3,0
AC046158.4,0
AC012183.1,0
FLJ42393,4
Z73965.1,8
CU633904.3,0
BIRC6-AS2,3
AP001767.3,10
AC092117.2,4
SLC7A2-IT1,0
AC068057.2,5
AC063926.3,0
AC018695.7,4
AC026748.3,10
AL731532.1,2
AC068448.1,0
AP001962.1,0
AL008638.5,0
AC079331.2,4
AC006840.1,0
AC068880.5,0
LINC01651,0
AC022417.1,29
AL356585.4,0
AC144522.1,0
AL138831.3,47
Z95114.4,0
FO538757.1,3
AL354796.1,2
AL032819.2,8
AC073593.1,1
AP006248.3,0
AL031595.1,4
AL353611.2,0
AC008806.1,3
AC025034.2,0
AC073862.3,0
AL353597.3,1
FLJ38576,54
AC013489.3,0
AC244034.3,1
AC008895.1,16
AC022784.6,1
AL138688.2,3
AC068787.1,1
AC117503.3,20
BX324167.2,10
AC129778.1,0
AC073082.1,0
AC110769.3,0
AC019278.1,0
AC024580.2,0
AL137783.1,1
OR5R1,0
AP001525.1,0
AC009949.1,4
AL390755.2,97
AC008626.2,0
FP671120.5,0
CCDC28A-AS1,55
AC023024.2,64
AC020910.7,5
AL356596.1,0
CU104787.1,1
AC073862.4,4
AC008764.10,2
AC012629.4,0
GABARAPL3,2
AC018445.4,1
AL162274.3,13
AC244517.10,0
AC008498.2,2
AC008103.1,0
AC011815.3,47
RPSAP68,0
AC009044.1,0
AC078925.3,2
AC017037.4,0
AC139792.3,0
AC004491.1,0
AC133485.6,0
FP475955.3,0
AC009135.2,0
AC078925.4,1
AC097637.2,7
AC005086.4,0
AC079298.2,0
AC008079.1,42
AC020923.1,0
AP001350.2,73
AL031595.2,43
RPL23AP61,2
CU639417.3,0
AC243960.10,5
AC024023.1,12
AC091905.4,0
AC112200.2,0
CU634019.5,3
CU633906.4,0
AC116407.3,6
OR51F1,0
AC126544.1,0
AD000813.1,0
AC048347.1,0
AL008638.6,5
AC005618.3,0
AC007342.9,1
AC007431.3,0
AC244517.11,0
AP002800.1,0
AC116407.4,25
AC011676.5,2
AC020661.4,0
AC092653.2,4
DNM1P41,1
RN7SKP23,14
AC095031.1,3
AC022336.3,1
AC118282.4,0
AC099506.2,0
AC104581.4,47
AC091825.3,149
AC012409.5,0
AC079597.1,0
AC079456.1,1
AC011199.1,5
AC004241.5,17
TMEM75,1
AC097520.1,0
AL022069.2,15
AL117378.2,0
AC093831.2,0
AL512506.2,3
AC011504.1,9
AL031719.1,4
AC012676.5,100
AC130304.1,0
AC023818.1,28
AC138965.2,0
AC127024.8,1
AL049833.3,0
GATD3B,77
AL157996.1,1
AL353763.2,142
AC016526.3,3
AC011447.7,53
TBC1D22A-AS1,6
LINC01667,0
AF246928.1,0
AC079777.1,2
AP001002.3,0
AC026887.1,0
AC011481.3,47
AC126474.2,364
AP000590.1,0
OR8B4,0
AC020895.2,6
AC002044.3,0
AP002791.1,0
OR1B1,0
CU639417.4,0
AC015967.2,0
AC073592.8,9
AC011155.1,0
AL603750.1,48
AC007792.1,3
AC010608.3,0
AC009487.3,0
AC008555.6,77
AL022393.1,46
AJ239318.1,0
PLAC4,5
AC087893.3,0
AL357140.3,3
AL021920.2,3
AC136603.1,0
AC231657.2,4
AC122688.4,0
AC090983.1,1
AC093642.3,16
AC073857.1,245
AC010335.3,0
AC016168.3,1
AP003485.2,0
AC005252.2,0
AC069542.2,0
AL662795.2,734
AL132780.5,12
AC027348.2,0
AC026471.6,125
AL731532.2,4
AL096816.1,22
AC240565.2,0
AC116348.4,0
AC027290.2,108
AC010297.1,0
AC098679.3,4
AL357562.1,0
AP000892.4,0
AC073308.1,0
CU638689.4,0
AC084026.3,0
AL049844.3,0
AC004877.2,30
AC148477.9,0
AC009078.3,35
AC133065.3,0
AC073255.1,0
AL021408.2,2
AL359510.2,25
AC016583.1,30
AC135050.7,8
AC022413.1,27
AL136531.3,6
AC040160.2,6
CU638689.5,0
PCDH20,9
AC016542.3,0
AP000943.3,2
AC005274.1,0
AL136526.1,1
AC010329.5,0
FP475955.4,0
AC104447.1,150
AC012486.1,0
AC004408.2,1
CU639417.5,0
AC023824.6,0
AC025262.1,1
AC131888.1,6
AC067852.4,1
AL023806.3,17
AC091932.3,0
AL359258.3,0
AC022107.1,358
AC007614.2,0
AC027279.4,1
LINC01669,0
AC132219.2,23
AD000864.1,8
AC245140.2,22
AC055717.3,0
C18orf12,0
AC087163.2,4
Z82202.1,0
AC073862.5,2
AP003400.6,0
AC005831.1,83
OR1S1,0
AC009716.2,0
AC026401.3,97
AC106795.5,0
GGT4P,1
AC106886.4,31
AC012254.5,11
UCKL1-AS1,78
AC027682.7,15
AC021613.2,0
AL022326.2,38
AC126564.1,4
AC093908.1,1709
AL157414.3,0
AL365209.1,31
AL645820.1,0
AL008636.1,0
AC237221.2,0
AC079416.4,0
AC079753.1,1
AL161658.1,1
AL031719.2,1
AL589666.2,3
AC015813.7,1
AC124303.1,3
OR12D2,0
AC022400.8,1
AC011498.7,42
AC079298.3,12
AL450226.2,1
MTCO1P1,1
AL512356.3,0
AC079336.7,0
AC005578.1,8
AC124319.3,9
AL691477.1,1
AC097372.3,0
AC091912.2,0
AC233723.2,214
AC004947.2,132
AC007741.1,0
AC009161.2,0
AC093671.1,0
ACTR3BP6,0
AC130456.7,0
AC006372.4,1
PRAMEF26,0
AC025125.1,1
AP000577.2,2
AC068299.2,2
AC005858.1,0
AF131216.4,17
AC009145.4,0
Z82209.2,0
AC009229.4,0
AL079342.3,8
FLJ30679,1
LINC02887,22
AC006435.5,0
AL049781.1,3
AC138430.2,0
AC010601.2,0
AC092608.3,0
AC108215.1,15
FRG1KP,1
AC131212.3,113
AC131935.2,0
AC016251.1,0
AC011008.2,156
AC099811.6,3
AL137058.3,0
AC037487.4,0
AC117503.4,0
AP005264.6,6
ERICD,60
AC104260.2,8
AC018765.1,0
AC137056.2,0
AP000676.4,0
AC023300.3,2
AC092437.1,39
AC131212.4,3
Z83836.1,6
OR8K3,1
AL732618.1,0
AC027309.3,0
AC073578.4,0
AC025262.2,0
AC129502.1,2
AL035425.4,1
AC053503.5,2
AC074183.2,0
AC067931.2,2
Z97633.1,16
CTBP2P10,0
AC061999.1,6
AC020917.4,109
AC090617.9,0
AC009084.2,26
AC016866.3,0
AC244517.12,5
DUX4L25,0
AC091941.1,0
AP001528.2,57
AC080080.2,0
AP000542.3,0
AC009166.2,29
AC092184.2,0
FP236240.3,0
AC000123.3,114
AL138713.1,0
AC008133.2,0
LINC01726,2
AC127496.7,68
AC116563.2,0
AC011466.4,12
AC073592.9,1
AL132656.4,35
AL021877.2,0
AL138960.2,0
AC105133.2,0
AC092159.3,1
AC084759.3,0
AC005858.2,0
AC021766.1,0
AL161782.1,0
AP002364.1,30
AC034229.5,0
AC012640.5,1
AL136967.2,0
CR382285.2,0
AC091953.6,0
AC019080.5,86
AL359740.1,2
AC012186.3,2
AC027176.3,0
AL353898.3,13
AP003072.5,2
AC009831.4,0
AC026362.2,5
AC096920.1,3
Z95331.1,39
FP325332.1,1
AP000648.4,231
AL109806.1,9
AC006330.1,12
AC010872.1,0
AC007496.3,1
AC090574.1,0
AC011471.3,0
AL034546.1,1
AC114546.4,0
AC011592.1,0
